QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517221337AARjxlx	5 month old basset hound or teenage son?	"We got a basset hound for my son s 15 birthday. Ever since we got him, my sons room smells absolutely horrible. I literally gag every time I go in. I ve cleaned the entire room, bought new furniture, steam cleaned the carpet, and searched for anything that would cause it to smell. I can not get rid of the odor. Is it him or the dog?"	Dogs	1463548417000
YA:20160517221535AAKH9e9	I'm 17 and I'm experiencing hair loss/thinning mainly on the top of my head and a little bit inbetween my hairline and crown.?	"Both of my grandparents and parents have healthy heads of hair. I noticed it starting about 4 months after I moved into my new home, and it's gotten worse every year(3 years). I learned that my home had highly concentrated hard water, and my previous home had soft water. We just bought a water softner and its been about three weeks. When or will I be seeing results? I am literally the only person on both sides of my family having this issue. Please help."	Hair	1463548535000
YA:20160517221609AAx0lB8	Does doing Brazilian Jiu Jitsu 2 times a week and Phis Ed 5 times a week stunt growth for a 5 9 150 lb+ lean 15 YO freshman in high school?	He also lift s weight (never more than 15 lbs per wrist) he eat a lot of healthy food and very little to none soda. He also tries to get 8 hours of sleep./n/nAny useful article links (or tinyurls) for to much exercise for a 15 year old kid?	Diet & Fitness	1463548569000
YA:20160517221717AAMGUVT	I have noticed a lot of guys stare at me?	so like i have acne. do they stare at my acne and think i'm gross? u.u/nOr any other reasons?	Skin Conditions	1463548637000
YA:20160517221946AAyyNKw	Wear to buy ssbbw lingerie?		Fashion & Accessories	1463548786000
YA:20160517222044AAS7skD	China: why china has no alphabet ? why a billion people cannot invent an alphabet?		China	1463548844000
YA:20160517222133AA9EGoH	Does this poem sound ok?	"Every decision you make, less to another choice. Some choices can change everything. Everyone has that one defining choice. The one that can make or break your life. You were my choice, and I honestly don t know if it was for the best, or for the worst."	Poetry	1463548893000
YA:20160517222236AAIil6A	I'm a guy and I love dressing up like a girl. Is it ok and safe for me to wear tampons and panties liners?	I love shaving my body and wearing thongs pantyhose min skirt very high heels make up wigs and lately I been using tampons and panties liners.	Women's Health	1463548956000
YA:20160517222344AANdkiC	What gauge of wire for 400 watt power inverter connected to battery in car?		Maintenance & Repairs	1463549024000
YA:20160517222456AAxom8b	I need help with a book title its setting is in the french revolution time and the main characters are just trying to survive?		Books & Authors	1463549096000
YA:20160517222517AANh3Kd	Do I have rabies?	Okay so I went on Craigslist and found free puppies and I brought the last one home it s a girl and she has like wounds on her butt and one on her head they aren t really wounds they re more like sores and she had so many fleas but I managed to get them ALL off of her. The  sores  look like little tiny bites like a mosquito bite but she has like 10 of them and her but is a little bald. Well today I was carrying her and me being stupid I have her a kiss on the cheek and it was wet and I just got really nervous because the thought of rabies came into my head. I have a panic disorder and a anxiety disorder soo I ve pretty much convinced myself I have rabies and I m hella scared. What should I do? She looks healthy besides the little bites and she plays with me and eats fairly decent she will eat the normal dog food once in a while but she only likes wet dog food so I m just really worried please answer no I m not joking I m being serious.	Dogs	1463549117000
YA:20160517222633AAOrCsi	BP question for nurses or doctors?	"If a pt has a BP medicine and it has restrictions to not give if pulse < 60, and a pt has a pulse at 60 and has a pacemaker.Why do you still give BP med"	Heart Diseases	1463549193000
YA:20160517222747AAOjnZg	Was this sexual abuse?	"My dad  leaves me alone all the time.  this person came into my house and made me do some bad things. made me take my clothes off and lay onto my bed. I started to cry and he kicked me in the stomach.  he said that's what you get for crying. He got on top of me and started to have sex with me and I was really scared. I told him to stop and he didn't. He held his hand over my mouth and his hands around my neck. Every time I cried he would hit me or use things to hurt me down there. It still hurts bad between my legs and burns, itches, and throbs.  somone at home or at school brings up anything to do with sex I get sick and it hurts down there. And he made me do things to him that I didn't like. He told me he would know if I told anyone and I believe him. He took pictures of me with and without my clothes off. And threatened if I told he would come back.  worst part of it all was that I was home alone and he was doing these things to me.all I could do was cry and I just layed there and I couldn't feel anything I might have Been drugged idk. Bc I was like out of it all. And he was on top of me and he took like a hair brush and put it into my butt and said I was going to have to push it out while he had sex with me and he held it there and wouldn't let me. My body wouldn't stop shaking. And I've never wanted to have sex. I didn't want it to happen,made my body feel weird and I was really wet there and idk I couldn't stop shaking what was that. And I'm scared to tell."	Women's Health	1463549267000
YA:20160517222854AAfmX1n	It's not fair! Why do I snore?	"Why do I snore so loudly? I've tried raising my head, sleeping on my side, nasal strips, nasal clip, oral spray, everything short of surgery. And STILL my roommate complains that I keep her up at least five times every night. How come nothing I do is stopping it? Why am I snoring so loudly? What do I do? SOS!"	Respiratory Diseases	1463549334000
YA:20160517222941AA5kxRQ	Why does orajel turn white when you put it on a sore in your mouth?		Dental	1463549381000
YA:20160517223053AAgBhgn	Book about a minstrel with dragons and they are dying out but come back and music or something is part of the plot?	I know it starts in a place called something hold and the guy is young in the first book. I think theyre is some reason that they need dragons and they are dying out and a young boy suppose to either be a minstrel or singer becomes a dragon rider or something. I don't remember what it was called as it was a loong time ago does anyone know what it was?	Books & Authors	1463549453000
YA:20160517223211AAOQloI	"May I ask Military persons what the various articles are in this painting, please?"	I would ask CIA spies but I think they prefer to hide.  I've come back to this painting after thinking about it and realize it is very detailed./n/nhttps://www.cia.gov/news-information/featured-story-archive/2016-featured-story-archive/contingency-for-every-action-painting.html	Painting	1463549531000
YA:20160517223303AAq8E0E	Exercise for entire upper body?	"Like squats exercise and grow muscle for pretty much the entire bottom half of the body, is there a simple exercise that works the top. Arms and chest? /n/nBy ''simple exercise,'' I mean one that I can do at home without needing any equipment."	Diet & Fitness	1463549583000
YA:20160517223409AAwHNno	Eggs instead of protein powder?	"So I can't afford protein powder and since I want to bulk up a bit i thought of eating about 4 half boiled eggs, 400 ml semi-skimmed milk and 30 gr peanuts after my workout. Does this meal contains an much protein as a protein shake? is it healthy?"	Diet & Fitness	1463549649000
YA:20160517223452AAty1Z1	Need help on whats happening to me?	"Okay, I woke up and noticed two small red wounds on my neck. I also noticed that I have become extremely pale. Sunlight suddenly began hurting my skin like it was on fire. Im also really, really thirsty and Ive drank almost a gallon of water but nothing quenches my thirst. My teeth grew pointed too... someone help bc i really dont know what to do im scared i wanna go out"	Other - Health	1463549692000
YA:20160517223612AA3oZUO	Do they make junior size loft bed frames that fit a full size mattress?	Everywhere I look I always find the shorter loft bed frames in twin size but I need one that will hold a full size mattress and is about 54'' tall. Metal would be nice too	Decorating & Remodeling	1463549772000
